Index,closing_prices,predicted_prices
0,1753.1099853515623,1779.4937744140625
1,1754.5999755859375,1770.025146484375
2,1739.489990234375,1762.9091796875
3,1752.5300292968748,1754.349365234375
4,1752.7900390625,1754.3197021484375
5,1745.5300292968752,1758.502685546875
6,1734.7099609375,1759.40478515625
7,1745.7199707031248,1753.7255859375
8,1773.8399658203125,1751.9794921875
9,1796.93994140625,1764.31689453125
10,1818.510009765625,1786.786865234375
11,1800.800048828125,1812.154296875
12,1781.5999755859375,1819.5335693359375
13,1769.9599609375,1806.879150390625
14,1760.68994140625,1786.459716796875
15,1740.47998046875,1768.41845703125
16,1751.5999755859377,1751.4222412109375
17,1749.510009765625,1747.2740478515625
18,1739.2099609375,1750.5823974609375
19,1748.719970703125,1751.73828125
20,1760.3299560546877,1755.5445556640625
21,1760.93994140625,1764.0487060546875
22,1769.2099609374998,1771.033935546875
23,1790.6600341796875,1777.1356201171875
24,1784.0300292968748,1788.687255859375
25,1792.2800292968752,1794.4818115234375
26,1786.5,1797.77685546875
27,1793.0,1796.0218505859375
28,1789.2099609374998,1795.3280029296875
29,1868.77001953125,1794.0096435546875
30,1869.800048828125,1826.5174560546875
31,1846.8900146484375,1860.811279296875
32,1847.8399658203125,1869.159912109375
33,1898.0100097656248,1862.6370849609375
34,1874.969970703125,1875.3814697265625
35,1902.8800048828127,1881.1876220703125
36,1906.8599853515625,1892.5338134765625
37,1891.969970703125,1903.5323486328125
38,1901.050048828125,1902.6807861328125
39,1883.1600341796875,1901.41845703125
40,1891.3000488281248,1893.362548828125
41,1869.4399414062502,1889.9017333984375
42,1862.02001953125,1880.859619140625
43,1877.93994140625,1870.359375
44,1864.719970703125,1871.645263671875
45,1892.0000000000002,1871.806884765625
46,1887.4599609375002,1882.9927978515625
47,1884.5799560546875,1891.8631591796875
48,1861.6400146484373,1893.5894775390625
49,1828.3399658203125,1881.0164794921875
50,1853.25,1853.293701171875
51,1858.0,1842.9952392578125
52,1870.6800537109373,1847.45361328125
53,2008.719970703125,1861.0733642578125
54,2004.199951171875,1933.217041015625
55,2049.669921875,1995.9776611328125
56,2039.8699951171875,2042.8526611328125
57,2050.22998046875,2055.74267578125
58,2079.280029296875,2052.290771484375
59,2133.909912109375,2057.8173828125
60,2150.800048828125,2090.5654296875
61,2160.0,2126.350341796875
62,2149.8701171875,2149.8193359375
63,2134.8701171875,2152.528076171875
64,2155.669921875,2139.455078125
65,2170.219970703125,2138.394775390625
66,2153.10009765625,2150.584716796875
67,2095.969970703125,2152.916015625
68,2009.2900390625,2121.66455078125
69,1972.739990234375,2051.346923828125
70,1979.5899658203125,1985.2359619140625
71,1884.3000488281252,1958.0972900390625
72,1883.75,1914.0972900390625
73,1953.9499511718748,1883.6199951171875
74,1908.9899902343752,1906.537841796875
75,1975.8299560546873,1919.031982421875
76,1924.030029296875,1949.0223388671875
77,1901.0899658203125,1947.6805419921875
78,1800.6099853515625,1920.7777099609375
79,1891.8199462890623,1850.357177734375
80,1820.8599853515625,1835.55029296875
81,1676.6099853515623,1820.7579345703125
82,1784.9999999999998,1748.23876953125
83,1689.1500244140625,1731.8912353515625
84,1807.8399658203125,1710.69580078125
85,1830.0,1743.9827880859375
86,1880.9300537109375,1798.249755859375
87,1846.0899658203125,1857.7764892578125
88,1902.8299560546875,1877.1097412109375
89,1940.0999755859373,1892.792236328125
90,1885.8399658203125,1916.6063232421875
91,1955.489990234375,1907.6575927734375
92,1900.0999755859375,1918.439697265625
93,1963.949951171875,1909.663330078125
94,1949.719970703125,1924.8873291015625
95,1907.699951171875,1939.0634765625
96,1918.8299560546875,1927.19384765625
97,1906.5899658203125,1916.37158203125
98,1997.5899658203125,1907.697509765625
99,2011.5999755859373,1945.833984375
100,2043.0,1993.10595703125
101,2042.760009765625,2034.6702880859375
102,2168.8701171875,2053.38916015625
103,2283.320068359375,2112.9033203125
104,2307.679931640625,2215.55615234375
105,2408.18994140625,2293.44970703125
106,2375.0,2369.51318359375
107,2393.610107421875,2388.2294921875
108,2328.1201171875,2384.531982421875
109,2363.489990234375,2342.295654296875
110,2399.449951171875,2329.03125
111,2410.219970703125,2354.494140625
112,2376.0,2385.642578125
113,2314.080078125,2383.803466796875
114,2372.7099609375,2339.53759765625
115,2474.0,2337.132568359375
116,2286.0400390625,2404.170166015625
117,2315.989990234375,2354.671875
118,2317.800048828125,2306.1435546875
119,2351.260009765625,2287.957275390625
120,2367.610107421875,2304.9462890625
121,2379.610107421875,2330.850341796875
122,2409.0,2349.783203125
123,2356.949951171875,2370.01171875
124,2367.919921875,2350.480712890625
125,2388.85009765625,2332.530029296875
126,2409.780029296875,2336.135498046875
127,2426.260009765625,2355.005126953125
128,2449.330078125,2376.343505859375
129,2497.93994140625,2398.545166015625
130,2446.739990234375,2434.515625
131,2436.8798828125,2427.091064453125
132,2421.860107421875,2403.857421875
133,2410.389892578125,2381.8662109375
134,2401.10009765625,2366.755126953125
135,2442.3701171875,2357.52490234375
136,2471.0400390625,2377.687255859375
137,2472.409912109375,2411.60302734375
