,closing_prices,predicted_prices
0,2.4369747638702393,2.7923028469085693
1,2.3929572105407715,2.314056873321533
2,2.4009604454040527,2.3726203441619873
3,2.4889955520629883,2.411945104598999
4,2.3729491233825684,2.5166828632354736
5,2.6530611515045166,2.3311047554016113
6,2.5690276622772217,2.719913959503174
7,2.681072473526001,2.5004770755767822
8,2.605041980743408,2.6731765270233154
9,2.877150774002075,2.520533323287964
10,2.96518611907959,2.9157350063323975
11,2.8011205196380615,2.8920810222625732
12,2.797118902206421,2.6180949211120605
13,3.133253335952759,2.72103214263916
14,3.437375068664551,3.182016134262085
15,3.833533525466919,3.391777992248535
16,3.453381299972534,3.78289794921875
17,4.001600742340088,2.8943512439727783
18,4.537815093994141,4.23224401473999
19,4.897959232330322,4.357026100158691
20,4.641856670379639,4.598215103149414
21,3.9815926551818848,3.9541754722595215
22,3.521408557891846,3.432844400405884
23,3.7414965629577637,3.2842907905578613
24,4.109643936157227,3.8618252277374268
25,3.9215686321258545,4.0138702392578125
26,4.157662868499756,3.40468692779541
27,4.949979782104492,4.242619037628174
28,6.989999771118164,5.036792278289795
29,5.480000019073486,7.069593906402588
30,5.619999885559082,2.282808542251587
31,5.440000057220459,7.020632743835449
32,5.25,3.931644916534424
33,5.179999828338623,5.917320251464844
34,5.039999961853027,4.63047981262207
35,4.590000152587891,5.084068775177002
36,4.519999980926514,4.069849491119385
37,4.909999847412109,4.764891147613525
38,4.420000076293945,5.010333061218262
39,4.050000190734863,3.651329755783081
40,4.300000190734863,4.2072834968566895
41,4.03000020980835,4.562845230102539
42,4.090000152587891,3.644102096557617
43,3.9100000858306885,4.449142932891846
44,3.9000000953674316,3.704169273376465
45,4.010000228881836,4.172373294830322
46,3.9700000286102295,4.166911602020264
47,3.6700000762939453,4.024884223937988
48,3.680000066757202,3.616518259048462
49,3.5299999713897705,4.006702423095703
50,3.359999895095825,3.5469954013824463
51,3.4100000858306885,3.518698215484619
52,3.450000047683716,3.693192958831787
53,3.2200000286102295,3.6316449642181396
54,3.2200000286102295,3.2301371097564697
55,3.390000104904175,3.484553813934326
56,3.4000000953674316,3.6506173610687256
57,3.190000057220459,3.486377239227295
58,3.259999990463257,3.1832005977630615
59,3.430000066757202,3.491197347640991
60,3.7200000286102295,3.5989737510681152
61,3.7100000381469727,3.898693084716797
62,3.930000066757202,3.5933823585510254
63,3.619999885559082,4.067163944244385
64,3.440000057220459,3.224172353744507
65,3.009999990463257,3.4511454105377197
66,3.140000104904175,2.732334613800049
67,3.490000009536743,3.3554701805114746
68,3.3399999141693115,3.6087658405303955
69,3.369999885559082,3.054394006729126
70,3.3299999237060547,3.37774920463562
71,3.430000066757202,3.1958413124084473
72,3.319999933242798,3.4280409812927246
73,3.640000104904175,3.1215925216674805
74,3.880000114440918,3.7892777919769287
75,4.409999847412109,3.775944471359253
76,4.960000038146973,4.4960479736328125
77,4.650000095367432,4.792608737945557
78,4.400000095367432,3.8763973712921143
79,4.610000133514404,4.275044918060303
80,4.409999847412109,4.556143760681152
81,4.300000190734863,3.862173557281494
82,4.260000228881836,4.1996026039123535
83,4.360000133514404,3.995022773742676
84,4.400000095367432,4.250481605529785
85,4.349999904632568,4.119222164154053
86,4.340000152587891,4.095834255218506
87,4.420000076293945,4.154726505279541
88,4.579999923706055,4.284687042236328
89,4.599999904632568,4.463816165924072
90,4.0,4.341273784637451
91,4.050000190734863,3.386883020401001
92,3.819999933242798,4.392607688903809
93,4.050000190734863,3.411264657974243
94,4.039999961853027,4.409730911254883
95,3.950000047683716,3.7907259464263916
96,3.7799999713897705,3.9622385501861572
97,3.440000057220459,3.675449848175049
98,2.890000104904175,3.319275379180908
99,3.009999990463257,2.739893674850464
