Index,closing_prices,predicted_prices
0,48.75687026977539,0.0
1,48.45695877075195,0.0
2,48.020748138427734,0.0
3,48.86592102050781,0.0
4,48.46336364746094,0.0
5,49.268489837646484,0.0
6,49.35083770751953,0.0
7,49.579559326171875,0.0
8,49.579559326171875,0.0
9,49.634456634521484,0.0
10,49.12210464477539,0.0
11,49.341678619384766,0.0
12,49.7259521484375,0.0
13,50.52193832397461,0.0
14,50.512779235839844,0.0
15,49.58871841430664,0.0
16,51.15322494506836,0.0
17,51.061737060546875,0.0
18,51.043434143066406,0.0
19,50.30235290527344,0.0
20,50.56767272949219,0.0
21,49.46062469482422,0.0
22,50.4487419128418,0.0
23,50.50363540649414,0.0
24,51.35451126098633,0.0
25,50.96108627319336,0.0
26,49.524662017822266,0.0
27,50.16511535644531,0.0
28,50.64086151123047,0.0
29,51.07087326049805,0.0
30,50.93364334106445,0.0
31,51.1898307800293,0.0
32,51.7387809753418,0.0
33,51.51919174194336,0.0
34,50.75981521606445,0.0
35,50.137657165527344,0.0
36,50.36639404296875,0.0
37,49.45146942138672,0.0
38,47.73141860961914,0.0
39,47.877811431884766,0.0
40,47.85036087036133,0.0
41,48.28952407836914,0.0
42,47.246517181396484,0.0
43,48.59144973754883,0.0
44,46.651824951171875,0.0
45,46.258399963378906,0.0
46,46.46882629394531,0.0
47,46.185203552246094,0.0
48,47.841209411621094,0.0
49,47.38374710083008,0.0
50,47.73141860961914,0.0
51,46.862247467041016,0.0
52,47.63077163696289,0.0
53,50.402992248535156,0.0
54,50.05531311035156,0.0
55,48.49081039428711,0.0
56,47.722267150878906,0.0
57,47.575889587402344,0.0
58,45.89243698120117,0.0
59,45.20622634887695,0.0
60,45.08729553222656,0.0
61,45.480716705322266,0.0
62,45.46241760253906,0.0
63,46.20351028442383,0.0
64,47.078922271728516,0.0
65,48.304500579833984,0.0
66,48.09255599975586,0.0
67,47.75160217285156,0.0
68,48.51644515991211,0.0
69,47.1618537902832,0.0
70,47.327720642089844,0.0
71,48.00962829589844,0.0
72,47.272422790527344,0.0
73,46.88541030883789,0.0
74,48.451942443847656,0.0
75,48.79289245605469,0.0
76,48.23999786376953,0.0
77,47.94511795043945,0.0
78,47.02363204956055,0.0
79,47.59495544433594,0.0
80,48.69153594970703,0.0
81,47.96355438232422,0.0
82,48.903465270996094,0.0
83,48.9956169128418,0.0
84,49.38264083862305,0.0
85,50.082977294921875,0.0
86,50.36863327026367,0.0
87,49.29049301147461,0.0
88,49.631446838378906,0.0
89,49.82495880126953,0.0
90,49.732810974121094,0.0
91,49.95397186279297,0.0
92,49.33656311035156,0.0
93,50.414710998535156,0.0
94,50.728023529052734,0.0
95,50.893882751464844,0.0
96,51.20720291137695,0.0
97,51.07819366455078,0.0
98,50.27649688720703,0.0
99,50.792518615722656,0.0
100,50.184349060058594,0.0
101,50.147483825683594,0.0
102,50.046119689941406,0.0
103,50.35942459106445,0.0
104,51.00445556640625,0.0
105,51.013675689697266,0.0
106,51.280914306640625,0.0
107,52.02731704711914,0.0
108,51.96281051635742,0.0
109,51.22562789916992,0.0
110,51.40071105957031,0.0
111,47.71474838256836,0.0
112,48.018836975097656,0.0
113,47.40144348144531,0.0
114,46.940696716308594,0.0
115,45.98234558105469,0.0
116,45.95469665527344,0.0
117,46.63661193847656,0.0
118,45.87176513671875,0.0
119,45.95469665527344,0.0
120,46.019203186035156,0.0
121,46.433876037597656,0.0
122,46.139007568359375,0.0
123,47.01441955566406,0.0
124,47.04206085205078,0.0
125,47.4659423828125,0.0
126,47.06970977783203,0.0
127,47.76082992553711,0.0
128,46.869998931884766,0.0
129,47.148380279541016,0.0
130,46.69369125366211,0.0
131,46.972068786621094,0.0
132,46.42460250854492,0.0
133,47.87218475341797,0.0
134,48.36397933959961,0.0
135,48.15055465698242,0.0
136,48.54956817626953,0.0
137,49.180572509765625,0.0
138,49.04136657714844,0.0
139,48.69804763793945,0.0
